,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,product_id,created_at,category,quantity_available,quantity_on_hand,quantity_reserved,reorder_point,optimal_stock_level,average_daily_usage,stock_status,anio,mes,dia_semana,fin_de_semana
3889,3889.0,3889.0,3889.0,3889.0,3889.0,PROD-009,2024-09-20,1,88,96,8,30,57,4.43,1,2024.0,9.0,4,0
3890,3890.0,3890.0,3890.0,3890.0,3890.0,PROD-009,2024-09-21,1,64,96,32,39,63,1.86,1,2024.0,9.0,5,1
3891,3891.0,3891.0,3891.0,3891.0,3891.0,PROD-009,2024-09-22,1,95,96,1,32,70,1.86,1,2024.0,9.0,6,1
3892,3892.0,3892.0,3892.0,3892.0,3892.0,PROD-009,2024-09-23,1,71,92,21,26,49,2.43,1,2024.0,9.0,0,0
3893,3893.0,3893.0,3893.0,3893.0,3893.0,PROD-009,2024-09-24,1,82,92,10,13,46,2.43,1,2024.0,9.0,1,0
3894,3894.0,3894.0,3894.0,3894.0,3894.0,PROD-009,2024-09-25,1,80,92,12,31,49,0.57,1,2024.0,9.0,2,0
3895,3895.0,3895.0,3895.0,3895.0,3895.0,PROD-009,2024-09-26,1,79,92,13,28,66,0.57,1,2024.0,9.0,3,0
3896,3896.0,3896.0,3896.0,3896.0,3896.0,PROD-009,2024-09-27,1,79,90,11,34,61,0.86,1,2024.0,9.0,4,0
3897,3897.0,3897.0,3897.0,3897.0,3897.0,PROD-009,2024-09-28,1,61,90,29,23,56,0.86,1,2024.0,9.0,5,1
3898,3898.0,3898.0,3898.0,3898.0,3898.0,PROD-009,2024-09-29,1,88,90,2,28,64,0.86,1,2024.0,9.0,6,1
3899,3899.0,3899.0,3899.0,3899.0,3899.0,PROD-009,2024-09-30,1,73,90,17,35,68,0.29,1,2024.0,9.0,0,0
3900,3900.0,3900.0,3900.0,3900.0,3900.0,PROD-009,2024-10-01,1,80,86,6,38,56,0.86,1,2024.0,10.0,1,0
3901,3901.0,3901.0,3901.0,3901.0,3901.0,PROD-009,2024-10-02,1,72,86,14,41,79,0.86,1,2024.0,10.0,2,0
3902,3902.0,3902.0,3902.0,3902.0,3902.0,PROD-009,2024-10-03,1,69,86,17,30,44,0.86,1,2024.0,10.0,3,0
3903,3903.0,3903.0,3903.0,3903.0,3903.0,PROD-009,2024-10-04,1,59,84,25,22,44,0.86,1,2024.0,10.0,4,0
3904,3904.0,3904.0,3904.0,3904.0,3904.0,PROD-009,2024-10-05,1,56,84,28,26,52,0.86,1,2024.0,10.0,5,1
3905,3905.0,3905.0,3905.0,3905.0,3905.0,PROD-009,2024-10-06,1,75,84,9,20,45,0.86,1,2024.0,10.0,6,1
3906,3906.0,3906.0,3906.0,3906.0,3906.0,PROD-009,2024-10-07,1,61,84,23,26,46,0.86,1,2024.0,10.0,0,0
3907,3907.0,3907.0,3907.0,3907.0,3907.0,PROD-009,2024-10-08,1,65,79,14,27,65,1.0,1,2024.0,10.0,1,0
3908,3908.0,3908.0,3908.0,3908.0,3908.0,PROD-009,2024-10-09,1,61,75,14,21,32,1.57,1,2024.0,10.0,2,0
3909,3909.0,3909.0,3909.0,3909.0,3909.0,PROD-009,2024-10-10,1,73,75,2,31,59,1.57,1,2024.0,10.0,3,0
3910,3910.0,3910.0,3910.0,3910.0,3910.0,PROD-009,2024-10-11,1,57,75,18,18,28,1.29,1,2024.0,10.0,4,0
3911,3911.0,3911.0,3911.0,3911.0,3911.0,PROD-009,2024-10-12,1,52,68,16,35,74,2.29,1,2024.0,10.0,5,1
3912,3912.0,3912.0,3912.0,3912.0,3912.0,PROD-009,2024-10-13,1,51,68,17,20,35,2.29,1,2024.0,10.0,6,1
3913,3913.0,3913.0,3913.0,3913.0,3913.0,PROD-009,2024-10-14,1,52,68,16,33,69,2.29,1,2024.0,10.0,0,0
3914,3914.0,3914.0,3914.0,3914.0,3914.0,PROD-009,2024-10-15,1,61,68,7,20,34,1.57,1,2024.0,10.0,1,0
3915,3915.0,3915.0,3915.0,3915.0,3915.0,PROD-009,2024-10-16,1,52,66,14,30,47,1.29,1,2024.0,10.0,2,0
3916,3916.0,3916.0,3916.0,3916.0,3916.0,PROD-009,2024-10-17,1,56,64,8,25,62,1.57,1,2024.0,10.0,3,0
3917,3917.0,3917.0,3917.0,3917.0,3917.0,PROD-009,2024-10-18,1,57,64,7,31,44,1.57,1,2024.0,10.0,4,0
3918,3918.0,3918.0,3918.0,3918.0,3918.0,PROD-009,2024-10-19,1,56,64,8,25,57,0.57,1,2024.0,10.0,5,1
3919,3919.0,3919.0,3919.0,3919.0,3919.0,PROD-009,2024-10-20,1,53,64,11,29,51,0.57,1,2024.0,10.0,6,1
3920,3920.0,3920.0,3920.0,3920.0,3920.0,PROD-009,2024-10-21,1,63,64,1,32,45,0.57,1,2024.0,10.0,0,0
3921,3921.0,3921.0,3921.0,3921.0,3921.0,PROD-009,2024-10-22,1,45,64,19,47,74,0.57,1,2024.0,10.0,1,0
3922,3922.0,3922.0,3922.0,3922.0,3922.0,PROD-009,2024-10-23,1,52,64,12,35,46,0.29,1,2024.0,10.0,2,0
3923,3923.0,3923.0,3923.0,3923.0,3923.0,PROD-009,2024-10-24,1,43,59,16,26,63,0.71,1,2024.0,10.0,3,0
3924,3924.0,3924.0,3924.0,3924.0,3924.0,PROD-009,2024-10-25,1,46,56,10,25,51,1.14,1,2024.0,10.0,4,0
3925,3925.0,3925.0,3925.0,3925.0,3925.0,PROD-009,2024-10-26,1,50,56,6,41,57,1.14,1,2024.0,10.0,5,1
3926,3926.0,3926.0,3926.0,3926.0,3926.0,PROD-009,2024-10-27,1,40,56,16,31,59,1.14,1,2024.0,10.0,6,1
3927,3927.0,3927.0,3927.0,3927.0,3927.0,PROD-009,2024-10-28,1,55,56,1,39,67,1.14,1,2024.0,10.0,0,0
3928,3928.0,3928.0,3928.0,3928.0,3928.0,PROD-009,2024-10-29,1,44,56,12,37,71,1.14,1,2024.0,10.0,1,0
3929,3929.0,3929.0,3929.0,3929.0,3929.0,PROD-009,2024-10-30,1,51,56,5,42,73,1.14,1,2024.0,10.0,2,0
3930,3930.0,3930.0,3930.0,3930.0,3930.0,PROD-009,2024-10-31,1,44,54,10,21,59,0.71,1,2024.0,10.0,3,0
3931,3931.0,3931.0,3931.0,3931.0,3931.0,PROD-009,2024-11-01,1,53,54,1,35,73,0.29,1,2024.0,11.0,4,0
3932,3932.0,3932.0,3932.0,3932.0,3932.0,PROD-009,2024-11-02,1,50,54,4,31,41,0.29,1,2024.0,11.0,5,1
3933,3933.0,3933.0,3933.0,3933.0,3933.0,PROD-009,2024-11-03,1,47,54,7,14,40,0.29,1,2024.0,11.0,6,1
3934,3934.0,3934.0,3934.0,3934.0,3934.0,PROD-009,2024-11-04,1,53,54,1,39,65,0.29,1,2024.0,11.0,0,0
3935,3935.0,3935.0,3935.0,3935.0,3935.0,PROD-009,2024-11-05,1,35,51,16,23,30,0.71,1,2024.0,11.0,1,0
3936,3936.0,3936.0,3936.0,3936.0,3936.0,PROD-009,2024-11-06,1,35,47,12,15,35,1.29,1,2024.0,11.0,2,0
3937,3937.0,3937.0,3937.0,3937.0,3937.0,PROD-009,2024-11-07,1,39,47,8,32,40,1.0,1,2024.0,11.0,3,0
3938,3938.0,3938.0,3938.0,3938.0,3938.0,PROD-009,2024-11-08,1,35,47,12,18,55,1.0,1,2024.0,11.0,4,0
3939,3939.0,3939.0,3939.0,3939.0,3939.0,PROD-009,2024-11-09,1,42,47,5,20,32,1.0,1,2024.0,11.0,5,1
3940,3940.0,3940.0,3940.0,3940.0,3940.0,PROD-009,2024-11-10,1,38,42,4,43,75,1.71,4,2024.0,11.0,6,1
3941,3941.0,3941.0,3941.0,3941.0,3941.0,PROD-009,2024-11-11,1,28,42,14,19,45,1.71,1,2024.0,11.0,0,0
3942,3942.0,3942.0,3942.0,3942.0,3942.0,PROD-009,2024-11-12,1,39,42,3,23,47,1.29,1,2024.0,11.0,1,0
3943,3943.0,3943.0,3943.0,3943.0,3943.0,PROD-009,2024-11-13,1,33,37,4,45,66,1.43,4,2024.0,11.0,2,0
3944,3944.0,3944.0,3944.0,3944.0,3944.0,PROD-009,2024-11-14,1,32,35,3,25,62,1.71,1,2024.0,11.0,3,0
3945,3945.0,3945.0,3945.0,3945.0,3945.0,PROD-009,2024-11-15,1,30,35,5,39,73,1.71,4,2024.0,11.0,4,0
3946,3946.0,3946.0,3946.0,3946.0,3946.0,PROD-009,2024-11-16,1,24,28,4,23,52,2.71,1,2024.0,11.0,5,1
3947,3947.0,3947.0,3947.0,3947.0,3947.0,PROD-009,2024-11-17,1,20,28,8,20,31,2.0,1,2024.0,11.0,6,1
3948,3948.0,3948.0,3948.0,3948.0,3948.0,PROD-009,2024-11-18,1,22,28,6,31,57,2.0,4,2024.0,11.0,0,0
3949,3949.0,3949.0,3949.0,3949.0,3949.0,PROD-009,2024-11-19,1,18,27,9,46,51,2.14,3,2024.0,11.0,1,0
3950,3950.0,3950.0,3950.0,3950.0,3950.0,PROD-009,2024-11-20,1,22,27,5,15,38,1.43,1,2024.0,11.0,2,0
3951,3951.0,3951.0,3951.0,3951.0,3951.0,PROD-009,2024-11-21,1,151,162,11,27,64,20.43,1,2024.0,11.0,3,0
3952,3952.0,3952.0,3952.0,3952.0,3952.0,PROD-009,2024-11-22,1,155,162,7,33,73,20.43,1,2024.0,11.0,4,0
3953,3953.0,3953.0,3953.0,3953.0,3953.0,PROD-009,2024-11-23,1,137,148,11,14,37,21.43,1,2024.0,11.0,5,1
3954,3954.0,3954.0,3954.0,3954.0,3954.0,PROD-009,2024-11-24,1,142,148,6,29,41,21.43,1,2024.0,11.0,6,1
3955,3955.0,3955.0,3955.0,3955.0,3955.0,PROD-009,2024-11-25,1,105,148,43,20,45,21.43,1,2024.0,11.0,0,0
3956,3956.0,3956.0,3956.0,3956.0,3956.0,PROD-009,2024-11-26,1,126,148,22,23,29,21.29,1,2024.0,11.0,1,0
3957,3957.0,3957.0,3957.0,3957.0,3957.0,PROD-009,2024-11-27,1,124,148,24,30,67,21.29,1,2024.0,11.0,2,0
3958,3958.0,3958.0,3958.0,3958.0,3958.0,PROD-009,2024-11-28,1,146,148,2,13,26,2.0,1,2024.0,11.0,3,0
3959,3959.0,3959.0,3959.0,3959.0,3959.0,PROD-009,2024-11-29,1,133,148,15,30,51,2.0,1,2024.0,11.0,4,0
3960,3960.0,3960.0,3960.0,3960.0,3960.0,PROD-009,2024-11-30,1,104,136,32,38,61,1.71,1,2024.0,11.0,5,1
3961,3961.0,3961.0,3961.0,3961.0,3961.0,PROD-009,2024-12-01,1,108,136,28,29,60,1.71,1,2024.0,12.0,6,1
3962,3962.0,3962.0,3962.0,3962.0,3962.0,PROD-009,2024-12-02,1,132,136,4,26,49,1.71,1,2024.0,12.0,0,0
3963,3963.0,3963.0,3963.0,3963.0,3963.0,PROD-009,2024-12-03,1,134,134,0,28,35,2.0,1,2024.0,12.0,1,0
3964,3964.0,3964.0,3964.0,3964.0,3964.0,PROD-009,2024-12-04,1,101,134,33,36,56,2.0,1,2024.0,12.0,2,0
3965,3965.0,3965.0,3965.0,3965.0,3965.0,PROD-009,2024-12-05,1,100,134,34,20,46,2.0,1,2024.0,12.0,3,0
3966,3966.0,3966.0,3966.0,3966.0,3966.0,PROD-009,2024-12-06,1,132,134,2,30,36,2.0,1,2024.0,12.0,4,0
3967,3967.0,3967.0,3967.0,3967.0,3967.0,PROD-009,2024-12-07,1,115,128,13,22,55,1.14,1,2024.0,12.0,5,1
3968,3968.0,3968.0,3968.0,3968.0,3968.0,PROD-009,2024-12-08,1,107,128,21,29,60,1.14,1,2024.0,12.0,6,1
3969,3969.0,3969.0,3969.0,3969.0,3969.0,PROD-009,2024-12-09,1,109,128,19,38,66,1.14,1,2024.0,12.0,0,0
3970,3970.0,3970.0,3970.0,3970.0,3970.0,PROD-009,2024-12-10,1,102,128,26,34,61,0.86,1,2024.0,12.0,1,0
3971,3971.0,3971.0,3971.0,3971.0,3971.0,PROD-009,2024-12-11,1,89,128,39,40,67,0.86,1,2024.0,12.0,2,0
3972,3972.0,3972.0,3972.0,3972.0,3972.0,PROD-009,2024-12-12,1,102,120,18,13,31,2.0,1,2024.0,12.0,3,0
3973,3973.0,3973.0,3973.0,3973.0,3973.0,PROD-009,2024-12-13,1,96,120,24,12,40,2.0,1,2024.0,12.0,4,0
3974,3974.0,3974.0,3974.0,3974.0,3974.0,PROD-009,2024-12-14,1,93,120,27,29,55,1.14,1,2024.0,12.0,5,1
3975,3975.0,3975.0,3975.0,3975.0,3975.0,PROD-009,2024-12-15,1,118,118,0,24,61,1.43,1,2024.0,12.0,6,1
3976,3976.0,3976.0,3976.0,3976.0,3976.0,PROD-009,2024-12-16,1,99,118,19,17,54,1.43,1,2024.0,12.0,0,0
3977,3977.0,3977.0,3977.0,3977.0,3977.0,PROD-009,2024-12-17,1,81,118,37,40,49,1.43,1,2024.0,12.0,1,0
3978,3978.0,3978.0,3978.0,3978.0,3978.0,PROD-009,2024-12-18,1,115,118,3,26,34,1.43,1,2024.0,12.0,2,0
3979,3979.0,3979.0,3979.0,3979.0,3979.0,PROD-009,2024-12-19,1,105,118,13,32,69,0.29,1,2024.0,12.0,3,0
3980,3980.0,3980.0,3980.0,3980.0,3980.0,PROD-009,2024-12-20,1,80,110,30,33,46,1.43,1,2024.0,12.0,4,0
3981,3981.0,3981.0,3981.0,3981.0,3981.0,PROD-009,2024-12-21,1,85,110,25,26,40,1.43,1,2024.0,12.0,5,1
3982,3982.0,3982.0,3982.0,3982.0,3982.0,PROD-009,2024-12-22,1,94,110,16,35,68,1.14,1,2024.0,12.0,6,1
3983,3983.0,3983.0,3983.0,3983.0,3983.0,PROD-009,2024-12-23,1,82,110,28,23,56,1.14,1,2024.0,12.0,0,0
3984,3984.0,3984.0,3984.0,3984.0,3984.0,PROD-009,2024-12-24,1,93,110,17,50,76,1.14,1,2024.0,12.0,1,0
3985,3985.0,3985.0,3985.0,3985.0,3985.0,PROD-009,2024-12-25,1,81,110,29,25,49,1.14,1,2024.0,12.0,2,0
3986,3986.0,3986.0,3986.0,3986.0,3986.0,PROD-009,2024-12-26,1,83,110,27,32,65,1.14,1,2024.0,12.0,3,0
3987,3987.0,3987.0,3987.0,3987.0,3987.0,PROD-009,2024-12-27,1,99,106,7,42,75,0.57,1,2024.0,12.0,4,0
3988,3988.0,3988.0,3988.0,3988.0,3988.0,PROD-009,2024-12-28,1,101,106,5,49,85,0.57,1,2024.0,12.0,5,1
3989,3989.0,3989.0,3989.0,3989.0,3989.0,PROD-009,2024-12-29,1,77,104,27,24,60,0.86,1,2024.0,12.0,6,1
3990,3990.0,3990.0,3990.0,3990.0,3990.0,PROD-009,2024-12-30,1,99,104,5,32,54,0.86,1,2024.0,12.0,0,0
3991,3991.0,3991.0,3991.0,3991.0,3991.0,PROD-009,2024-12-31,1,93,104,11,17,45,0.86,1,2024.0,12.0,1,0
3992,3992.0,3992.0,3992.0,3992.0,3992.0,PROD-009,2025-01-01,1,91,102,11,47,63,1.14,1,2025.0,1.0,2,0
3993,3993.0,3993.0,3993.0,3993.0,3993.0,PROD-009,2025-01-02,1,93,100,7,41,69,1.43,1,2025.0,1.0,3,0
3994,3994.0,3994.0,3994.0,3994.0,3994.0,PROD-009,2025-01-03,1,79,100,21,40,63,0.86,1,2025.0,1.0,4,0
3995,3995.0,3995.0,3995.0,3995.0,3995.0,PROD-009,2025-01-04,1,98,100,2,26,38,0.86,1,2025.0,1.0,5,1
3996,3996.0,3996.0,3996.0,3996.0,3996.0,PROD-009,2025-01-05,1,85,100,15,38,51,0.57,1,2025.0,1.0,6,1
3997,3997.0,3997.0,3997.0,3997.0,3997.0,PROD-009,2025-01-06,1,70,95,25,20,38,1.29,1,2025.0,1.0,0,0
3998,3998.0,3998.0,3998.0,3998.0,3998.0,PROD-009,2025-01-07,1,75,95,20,19,56,1.29,1,2025.0,1.0,1,0
3999,3999.0,3999.0,3999.0,3999.0,3999.0,PROD-009,2025-01-08,1,73,95,22,37,70,1.0,1,2025.0,1.0,2,0
4000,4000.0,4000.0,4000.0,4000.0,4000.0,PROD-009,2025-01-09,1,68,94,26,41,55,0.86,1,2025.0,1.0,3,0
4001,4001.0,4001.0,4001.0,4001.0,4001.0,PROD-009,2025-01-10,1,89,93,4,30,53,1.0,1,2025.0,1.0,4,0
4002,4002.0,4002.0,4002.0,4002.0,4002.0,PROD-009,2025-01-11,1,91,93,2,36,56,1.0,1,2025.0,1.0,5,1
4003,4003.0,4003.0,4003.0,4003.0,4003.0,PROD-009,2025-01-12,1,91,93,2,43,78,1.0,1,2025.0,1.0,6,1
4004,4004.0,4004.0,4004.0,4004.0,4004.0,PROD-009,2025-01-13,1,74,93,19,33,68,0.29,1,2025.0,1.0,0,0
4005,4005.0,4005.0,4005.0,4005.0,4005.0,PROD-009,2025-01-14,1,86,93,7,32,39,0.29,1,2025.0,1.0,1,0
4006,4006.0,4006.0,4006.0,4006.0,4006.0,PROD-009,2025-01-15,1,73,93,20,33,39,0.29,1,2025.0,1.0,2,0
4007,4007.0,4007.0,4007.0,4007.0,4007.0,PROD-009,2025-01-16,1,79,93,14,35,71,0.14,1,2025.0,1.0,3,0
4008,4008.0,4008.0,4008.0,4008.0,4008.0,PROD-009,2025-01-17,1,86,92,6,38,46,0.14,1,2025.0,1.0,4,0
4009,4009.0,4009.0,4009.0,4009.0,4009.0,PROD-009,2025-01-18,1,86,92,6,26,49,0.14,1,2025.0,1.0,5,1
4010,4010.0,4010.0,4010.0,4010.0,4010.0,PROD-009,2025-01-19,1,81,92,11,46,72,0.14,1,2025.0,1.0,6,1
4011,4011.0,4011.0,4011.0,4011.0,4011.0,PROD-009,2025-01-20,1,88,92,4,24,52,0.14,1,2025.0,1.0,0,0
4012,4012.0,4012.0,4012.0,4012.0,4012.0,PROD-009,2025-01-21,1,61,88,27,19,42,0.71,1,2025.0,1.0,1,0
4013,4013.0,4013.0,4013.0,4013.0,4013.0,PROD-009,2025-01-22,1,71,88,17,45,85,0.71,1,2025.0,1.0,2,0
4014,4014.0,4014.0,4014.0,4014.0,4014.0,PROD-009,2025-01-23,1,75,88,13,29,53,0.71,1,2025.0,1.0,3,0
4015,4015.0,4015.0,4015.0,4015.0,4015.0,PROD-009,2025-01-24,1,66,88,22,16,47,0.57,1,2025.0,1.0,4,0
4016,4016.0,4016.0,4016.0,4016.0,4016.0,PROD-009,2025-01-25,1,66,88,22,24,58,0.57,1,2025.0,1.0,5,1
4017,4017.0,4017.0,4017.0,4017.0,4017.0,PROD-009,2025-01-26,1,64,85,21,34,55,1.0,1,2025.0,1.0,6,1
4018,4018.0,4018.0,4018.0,4018.0,4018.0,PROD-009,2025-01-27,1,71,83,12,40,51,1.29,1,2025.0,1.0,0,0
4019,4019.0,4019.0,4019.0,4019.0,4019.0,PROD-009,2025-01-28,1,81,81,0,20,52,1.0,1,2025.0,1.0,1,0
4020,4020.0,4020.0,4020.0,4020.0,4020.0,PROD-009,2025-01-29,1,78,81,3,22,54,1.0,1,2025.0,1.0,2,0
4021,4021.0,4021.0,4021.0,4021.0,4021.0,PROD-009,2025-01-30,1,54,80,26,27,40,1.14,1,2025.0,1.0,3,0
4022,4022.0,4022.0,4022.0,4022.0,4022.0,PROD-009,2025-01-31,1,72,79,7,30,47,1.29,1,2025.0,1.0,4,0
4023,4023.0,4023.0,4023.0,4023.0,4023.0,PROD-009,2025-02-01,1,63,79,16,25,51,1.29,1,2025.0,2.0,5,1
4024,4024.0,4024.0,4024.0,4024.0,4024.0,PROD-009,2025-02-02,1,64,74,10,32,63,1.57,1,2025.0,2.0,6,1
4025,4025.0,4025.0,4025.0,4025.0,4025.0,PROD-009,2025-02-03,1,64,74,10,31,67,1.29,1,2025.0,2.0,0,0
4026,4026.0,4026.0,4026.0,4026.0,4026.0,PROD-009,2025-02-04,1,49,72,23,41,53,1.29,1,2025.0,2.0,1,0
4027,4027.0,4027.0,4027.0,4027.0,4027.0,PROD-009,2025-02-05,1,67,67,0,42,56,2.0,1,2025.0,2.0,2,0
4028,4028.0,4028.0,4028.0,4028.0,4028.0,PROD-009,2025-02-06,1,67,67,0,29,55,1.86,1,2025.0,2.0,3,0
4029,4029.0,4029.0,4029.0,4029.0,4029.0,PROD-009,2025-02-07,1,62,67,5,26,54,1.71,1,2025.0,2.0,4,0
4030,4030.0,4030.0,4030.0,4030.0,4030.0,PROD-009,2025-02-08,1,47,65,18,41,60,2.0,1,2025.0,2.0,5,1
4031,4031.0,4031.0,4031.0,4031.0,4031.0,PROD-009,2025-02-09,1,55,65,10,19,45,1.29,1,2025.0,2.0,6,1
4032,4032.0,4032.0,4032.0,4032.0,4032.0,PROD-009,2025-02-10,1,50,65,15,35,41,1.29,1,2025.0,2.0,0,0
4033,4033.0,4033.0,4033.0,4033.0,4033.0,PROD-009,2025-02-11,1,58,64,6,23,38,1.14,1,2025.0,2.0,1,0
4034,4034.0,4034.0,4034.0,4034.0,4034.0,PROD-009,2025-02-12,1,48,64,16,11,44,0.43,1,2025.0,2.0,2,0
4035,4035.0,4035.0,4035.0,4035.0,4035.0,PROD-009,2025-02-13,1,64,64,0,48,80,0.43,1,2025.0,2.0,3,0
4036,4036.0,4036.0,4036.0,4036.0,4036.0,PROD-009,2025-02-14,1,61,64,3,41,74,0.43,1,2025.0,2.0,4,0
4037,4037.0,4037.0,4037.0,4037.0,4037.0,PROD-009,2025-02-15,1,64,64,0,41,62,0.14,1,2025.0,2.0,5,1
4038,4038.0,4038.0,4038.0,4038.0,4038.0,PROD-009,2025-02-16,1,61,63,2,35,41,0.29,1,2025.0,2.0,6,1
4039,4039.0,4039.0,4039.0,4039.0,4039.0,PROD-009,2025-02-17,1,58,63,5,16,45,0.29,1,2025.0,2.0,0,0
4040,4040.0,4040.0,4040.0,4040.0,4040.0,PROD-009,2025-02-18,1,54,63,9,20,44,0.14,1,2025.0,2.0,1,0
4041,4041.0,4041.0,4041.0,4041.0,4041.0,PROD-009,2025-02-19,1,51,62,11,25,37,0.29,1,2025.0,2.0,2,0
4042,4042.0,4042.0,4042.0,4042.0,4042.0,PROD-009,2025-02-20,1,47,61,14,38,52,0.43,1,2025.0,2.0,3,0
4043,4043.0,4043.0,4043.0,4043.0,4043.0,PROD-009,2025-02-21,1,58,61,3,27,41,0.43,1,2025.0,2.0,4,0
4044,4044.0,4044.0,4044.0,4044.0,4044.0,PROD-009,2025-02-22,1,42,59,17,35,71,0.71,1,2025.0,2.0,5,1
4045,4045.0,4045.0,4045.0,4045.0,4045.0,PROD-009,2025-02-23,1,51,53,2,38,52,1.43,1,2025.0,2.0,6,1
4046,4046.0,4046.0,4046.0,4046.0,4046.0,PROD-009,2025-02-24,1,42,53,11,49,84,1.43,1,2025.0,2.0,0,0
4047,4047.0,4047.0,4047.0,4047.0,4047.0,PROD-009,2025-02-25,1,36,53,17,38,68,1.43,1,2025.0,2.0,1,0
4048,4048.0,4048.0,4048.0,4048.0,4048.0,PROD-009,2025-02-26,1,52,53,1,40,68,1.29,1,2025.0,2.0,2,0
4049,4049.0,4049.0,4049.0,4049.0,4049.0,PROD-009,2025-02-27,1,41,53,12,41,58,1.14,1,2025.0,2.0,3,0
4050,4050.0,4050.0,4050.0,4050.0,4050.0,PROD-009,2025-02-28,1,51,53,2,36,45,1.14,1,2025.0,2.0,4,0
4051,4051.0,4051.0,4051.0,4051.0,4051.0,PROD-009,2025-03-01,1,44,53,9,43,66,0.86,1,2025.0,3.0,5,1
4052,4052.0,4052.0,4052.0,4052.0,4052.0,PROD-009,2025-03-02,1,50,53,3,24,52,0.0,1,2025.0,3.0,6,1
4053,4053.0,4053.0,4053.0,4053.0,4053.0,PROD-009,2025-03-03,1,47,53,6,46,58,0.0,1,2025.0,3.0,0,0
4054,4054.0,4054.0,4054.0,4054.0,4054.0,PROD-009,2025-03-04,1,41,53,12,21,38,0.0,1,2025.0,3.0,1,0
4055,4055.0,4055.0,4055.0,4055.0,4055.0,PROD-009,2025-03-05,1,42,53,11,26,48,0.0,1,2025.0,3.0,2,0
4056,4056.0,4056.0,4056.0,4056.0,4056.0,PROD-009,2025-03-06,1,50,51,1,38,49,0.29,1,2025.0,3.0,3,0
4057,4057.0,4057.0,4057.0,4057.0,4057.0,PROD-009,2025-03-07,1,40,51,11,31,67,0.29,1,2025.0,3.0,4,0
4058,4058.0,4058.0,4058.0,4058.0,4058.0,PROD-009,2025-03-08,1,38,48,10,28,36,0.71,1,2025.0,3.0,5,1
4059,4059.0,4059.0,4059.0,4059.0,4059.0,PROD-009,2025-03-09,1,45,48,3,34,42,0.71,1,2025.0,3.0,6,1
4060,4060.0,4060.0,4060.0,4060.0,4060.0,PROD-009,2025-03-10,1,35,44,9,46,72,1.29,4,2025.0,3.0,0,0
4061,4061.0,4061.0,4061.0,4061.0,4061.0,PROD-009,2025-03-11,1,43,44,1,36,59,1.29,1,2025.0,3.0,1,0
4062,4062.0,4062.0,4062.0,4062.0,4062.0,PROD-009,2025-03-12,1,29,39,10,27,55,2.0,1,2025.0,3.0,2,0
4063,4063.0,4063.0,4063.0,4063.0,4063.0,PROD-009,2025-03-13,1,26,39,13,34,60,1.71,1,2025.0,3.0,3,0
4064,4064.0,4064.0,4064.0,4064.0,4064.0,PROD-009,2025-03-14,1,122,169,47,28,68,20.29,1,2025.0,3.0,4,0
4065,4065.0,4065.0,4065.0,4065.0,4065.0,PROD-009,2025-03-15,1,118,169,51,42,62,19.86,1,2025.0,3.0,5,1
4066,4066.0,4066.0,4066.0,4066.0,4066.0,PROD-009,2025-03-16,1,131,168,37,42,65,20.0,1,2025.0,3.0,6,1
4067,4067.0,4067.0,4067.0,4067.0,4067.0,PROD-009,2025-03-17,1,154,168,14,33,60,19.43,1,2025.0,3.0,0,0
4068,4068.0,4068.0,4068.0,4068.0,4068.0,PROD-009,2025-03-18,1,115,168,53,38,65,19.43,1,2025.0,3.0,1,0
4069,4069.0,4069.0,4069.0,4069.0,4069.0,PROD-009,2025-03-19,1,129,165,36,38,64,19.14,1,2025.0,3.0,2,0
4070,4070.0,4070.0,4070.0,4070.0,4070.0,PROD-009,2025-03-20,1,139,165,26,35,63,19.14,1,2025.0,3.0,3,0
4071,4071.0,4071.0,4071.0,4071.0,4071.0,PROD-009,2025-03-21,1,131,165,34,22,54,0.57,1,2025.0,3.0,4,0
4072,4072.0,4072.0,4072.0,4072.0,4072.0,PROD-009,2025-03-22,1,130,158,28,30,46,1.57,1,2025.0,3.0,5,1
4073,4073.0,4073.0,4073.0,4073.0,4073.0,PROD-009,2025-03-23,1,152,157,5,35,47,1.57,1,2025.0,3.0,6,1
4074,4074.0,4074.0,4074.0,4074.0,4074.0,PROD-009,2025-03-24,1,125,157,32,45,77,1.57,1,2025.0,3.0,0,0
4075,4075.0,4075.0,4075.0,4075.0,4075.0,PROD-009,2025-03-25,1,127,154,27,36,76,2.0,1,2025.0,3.0,1,0
4076,4076.0,4076.0,4076.0,4076.0,4076.0,PROD-009,2025-03-26,1,102,152,50,37,55,1.86,1,2025.0,3.0,2,0
4077,4077.0,4077.0,4077.0,4077.0,4077.0,PROD-009,2025-03-27,1,110,152,42,22,40,1.86,1,2025.0,3.0,3,0
4078,4078.0,4078.0,4078.0,4078.0,4078.0,PROD-009,2025-03-28,1,121,152,31,34,62,1.86,1,2025.0,3.0,4,0
4079,4079.0,4079.0,4079.0,4079.0,4079.0,PROD-009,2025-03-29,1,148,152,4,27,62,0.86,1,2025.0,3.0,5,1
4080,4080.0,4080.0,4080.0,4080.0,4080.0,PROD-009,2025-03-30,1,122,152,30,29,60,0.71,1,2025.0,3.0,6,1
